"TSE number","names"
"68900","フェローテックホールディングス | Ferrotec Holdings | フェローテックホールディングス"
"64240","高見沢サイバネティックス | TAKAMISAWA CYBERNETICS COMPANY,LTD. | タカミサワサイバネティックス"
"68240","新コスモス電機 | NEW COSMOS ELECTRIC CO., LTD | シンコスモスデンキ"
"66550","東洋電機 | TOYO ELECTRIC | トウヨウデンキ"
"68710","日本マイクロニクス | MICRONICS JAPAN | ニホンマイクロニクス"
"68740","協立電機 | KYORITSU ELECTRIC | キョウリツデンキカブシキカイシャ"
"68770","ＯＢＡＲＡ　ＧＲＯＵＰ | Obara Group Incorporated | オバラグループ"
"68750","メガチップス | MegaChips | メガチップス"
"68550","日本電子材料 | JAPAN ELECTRONIC MATERIALS | ニホンデンシザイリョウ"
"68400","ＡＫＩＢＡホールディングス | AKIBA Holdings | アキバホールディングス"
"78590","アルメディオ | ALMEDIO | アルメディオ"
"63360","石井表記 | ISHII HYOKI | イシイヒョウキ"
"68370","京写 | KYOSHA | キョウシャ"
"63370","テセック | TESEC | テセック"
"68320","アオイ電子 | AOI ELECTRONICS | アオイデンシ"
"67890","ローランド　ディー．ジー． | Roland DG | ローランドディージー"
"67970","名古屋電機工業 | NAGOYA ELECTRIC WORKS | ナゴヤデンキコウギョウ"
"67870","メイコー | Meiko Electronics | メイコー"
"67860","ＲＶＨ | RVH | アールブイエイチ"
"67850","鈴木 | SUZUKI | スズキ"
"67270","ワコム | Wacom | ワコム"
"63870","サムコ | SAMCO | サムコ"
"67690","ザインエレクトロニクス | THine Electronics, | ザインエレクトロニクスカブシキカイシャ"
"67570","ＯＳＧ | OSG | オーエスジー"
"67500","エレコム | ELECOM | エレコム"
"67370","ＥＩＺＯ | EIZO | エイゾー"
"67360","サン電子 | SUN | サンデンシ"
"67340","ニューテック | Newtech | ニューテック"
"64300","ダイコク電機 | DAIKOKU DENKI | ダイコクデンキ"
"67310","ピクセラ | PIXELA | ピクセラ"
"69270","ヘリオス　テクノ　ホールディング | Helios Techno Holding | ヘリオス　テクノ　ホールディング"
"67300","アクセル | AXELL | アクセル"
"67230","ルネサスエレクトロニクス | Renesas Electronics | ルネサスエレクトロニクス"
"67210","ウインテスト | Wintest Corp. | ウインテスト"
"66760","メルコホールディングス | MELCO HOLDINGS | メルコホールディングス"
"66740","ジーエス・ユアサ | GS Yuasa | ジーエスユアサ"
"66700","ＭＣＪ | MCJ | エムシージェイ"
"66680","アドテックプラズマテクノロジー | ADTEC PLASMA TECHNOLOGY | アドテックプラズマテクノロジー"
"66660","リバーエレテック | RIVER ELETEC | リバーエレテック"
"66640","オプトエレクトロニクス | OPTOELECTRONICS | オプトエレクトロニクス"
"78360","アビックス | AVIX, | アビックス"
"66630","太洋テクノレックス | TAIYO TECHNOLEX | タイヨウテクノレックス"
"66620","ユビテック | Ubiteq, | ユビテック"
"34360","ＳＵＭＣＯ | SUMCO | サムコ"
"72130","レシップホールディングス | LECIP HOLDINGS | レシップホールディングス"
"66580","シライ電子工業 | Shirai Electronics Indutrial Co.,Ltd | シライデンシコウギョウ"
"66380","ミマキエンジニアリング | MIMAKI ENGINEERING | ミマキエンジニアリング"
"66350","大日光・エンジニアリング | Di-Nikko Engineering | カブシキカイシャダイニッコウエンジニアリング"
"66330","Ｃ＆Ｇシステムズ | C&G SYSTEMS | シーアンドジーシステムズ"
"34410","山王 | SANNO Co.,Ltd | サンノー"
"70030","三井Ｅ＆Ｓ | MITSUI E&S | ミツイイーアンドエス"
"70040","日立造船 | Hitachi Zosen | ヒタチゾウセン"
"70110","三菱重工業 | Mitsubishi Heavy Industries,Ltd. | ミツビシジュウコウギョウカブシキカイシャ"
"70120","川崎重工業 | Kawasaki Heavy Industries,Ltd. | カワサキジュウコウギョウ"
"70130","ＩＨＩ | IHI | アイエイチアイ"
"70140","名村造船所 | Namura Shipbuilding | ナムラゾウセンショ"
"70180","内海造船 | Naikai  Zosen | ナイカイ　ゾウセン"
"71020","日本車輌製造 | NIPPON SHARYO, LTD. | ニッポンシャリョウセイゾウ"
"71050","三菱ロジスネクスト | Mitsubishi Logisnext | ミツビシロジスネクスト"
"71220","近畿車輛 | THE KINKI SHARYO | キンキシャリョウ"
"72760","小糸製作所 | KOITO MANUFACTURING | コイトセイサクショ"
"72010","日産自動車 | NISSAN MOTOR | ニッサンジドウシャ"
"72020","いすゞ自動車 | ISUZU MOTORS LIMITED | イスズジドウシャ"
"72030","トヨタ自動車 | TOYOTA MOTOR | トヨタジドウシャカブシキカイシャ"
"72050","日野自動車 | HINO MORTORS,LTD. | ヒノジドウシャ"
"72420","カヤバ | KYB | カヤバ"
"72220","日産車体 | NISSAN SHATAI | ニッサンシャタイカブシキカイシャ"
"72700","ＳＵＢＡＲＵ | SUBARU | スバル"
"72460","プレス工業 | PRESS KOGYO | プレスコウギョウ"
"72360","ティラド | T.RAD | ティラド"
"72350","東京ラヂエーター製造 | TOKYO RADIATOR MFG. | トウキョウラヂエーターセイゾウ"
"72380","曙ブレーキ工業 | AKEBONO BRAKE INDUSTRY | アケボノブレーキコウギョウ"
"72830","愛三工業 | AISAN INDUSTRY CO., LTD | アイサンコウギョウ"
"72610","マツダ | Mazda Motor | マツダ"
"72670","本田技研工業 | HONDA MOTOR | ホンダギケンコウギョウ"
"72690","スズキ | suzuki motor | スズキ"
"72720","ヤマハ発動機 | Yamaha Motor | ヤマハハツドウキ"
"72260","極東開発工業 | KYOKUTO KAIHATSU KOGYO | キョクトウカイハツコウギョウ"
"60420","ニッキ | nikki co.,ltd | ニッキ"
"72470","ミクニ | MIKUNI | ミクニ"
"63560","日本ギア工業 | NIPPON GEAR | ニホンギアコウギョウ"
"72560","河西工業 | KASAI KOGYO CO .,LTD. | カサイコウギョウ"
"72450","大同メタル工業 | DAIDO METAL | ダイドウメタルコウギョウ"
"72400","ＮＯＫ | NOK | エヌオーケー"
"72440","市光工業 | ICHIKOH INDUSTRIES, LTD. | イチコウコウギョウ"
"72500","太平洋工業 | PACIFIC INDUSTRIAL | タイヘイヨウコウギョウ"
"63920","ヤマダ | YAMADA | ヤマダ"
"72540","ユニバンス | UNIVANCE | ユニバンス"
"56440","メタルアート | METALART | メタルアート"
"64930","ＮＩＴＴＡＮ | NITTAN | ニッタン"
"59490","ユニプレス | UNIPRES | ユニプレス　カブシキカイシャ"
"72410","フタバ産業 | FUTABA INDUSTRIAL | フタバサンギョウ"
"64700","大豊工業 | TAIHO KOGYO | タイホウコウギョウ"
"72770","ＴＢＫ | TBK | ティービーケイ"
"72780","エクセディ | EXEDY | エクセディ"
"72790","ハイレックス | HI-LEX | ハイレックス"
"72800","ミツバ | MITSUBA | ミツバ"
"72390","タチエス | TACHI-S | タチエス"
"72110","三菱自動車工業 | MITSUBISHI MOTORS | ミツビシジドウシャコウギョウ"
"72870","日本精機 | NIPPON SEIKI | ニッポンセイキ"
"72910","日本プラスト | NIHON PLAST | ニホンプラスト"
"72920","村上開明堂 | MURAKAMI | ムラカミカイメイドウ"
"72940","ヨロズ | YOROZU | ヨロズ"
"72960","エフ・シー・シー | F.C.C. | エフシーシー"
"59890","エイチワン | H-ONE | エイチワン"
"72970","カーメイト | CAR MATE MFG.CO.,LTD | カーメイト"
"72990","フジオーゼックス | FUJI OOZX | フジオーゼックスカブシキカイシャ"
"72730","イクヨ | IKUYO | イクヨ"
"72710","安永 | YASUNAGA | ヤスナガ"
"59700","ジーテクト | G-TEKT | ジーテクト"
"72120","エフテック | F-TECH | エフテック"
"72680","タツミ | TATSUMI | カブシキカイシャタツミ"
"72660","今仙電機製作所 | Imasen Electric Industrial | イマセンデンキセイサクショ"
"72650","エイケン工業 | EIKEN INDUSTRIES CO.,LTD | エイケンコウギョウ"
"72270","アスカ | ASKA | アスカ"
"72640","ムロ | MURO | ムロ"
"72290","ユタカ技研 | YUTAKA GIKEN | ユタカギケン"
"72200","武蔵精密工業 | MUSASHI SEIMITSU INDUSTRY | ムサシセイミツコウギョウ"
"72190","エッチ・ケー・エス | HKS | エッチ　ケー　エス"
"72180","田中精密工業 | TANAKA SEIMITSU KOGYO | タナカセイミツコウギョウ"
"72170","テイン | TEIN, | テイン"
"34340","アルファ | ALPHA | アルファ"
"72150","ファルテック | FALTEC | ファルテック"
"72140","ＧＭＢ | GMB | ジーエムビー"
"72080","カネミツ | KANEMITSU | カネミツ"
"72240","新明和工業 | ShinMaywa Industries, Ltd. | シンメイワコウギョウ"
"74080","ジャムコ | JAMCO | ジャムコ"
"73090","シマノ | SHIMANO | シマノ"
"73050","新家工業 | ARAYA INDUSTRIAL | アラヤコウギョウ"
"77010","島津製作所 | Shimadzu | シマヅセイサクショ"
"77210","東京計器 | TOKYO KEIKI | トウキョウケイキ"
"77230","愛知時計電機 | アイチトケイデンキ"
"77260","黒田精工 | KURODA PRECISION INDUSTRIES LTD. | クロダセイコウ"
"77270","オーバル | OVAL | オーバル"
"77310","ニコン | NIKON | ニコン"
"77330","オリンパス | OLYMPUS | オリンパス"
"77510","キヤノン | CANON | キヤノン"
"77520","リコー | RICOH COMPANY,LTD. | リコー"
"80500","セイコーグループ | SEIKO GROUP | セイコーグループ"
"77620","シチズン時計 | Citizen Watch | シチズントケイ"
"77340","理研計器 | RIKEN KEIKI CO.,LTD | リケンケイキ"
"68500","チノー | Chino | チノー"
"77350","ＳＣＲＥＥＮホールディングス | SCREEN Holdings | スクリーンホールディングス"
"77290","東京精密 | TOKYO SEIMITSU | トウキョウセイミツ"
"69660","三井ハイテック | Mitsui High-tec, | ミツイハイテック"
"77690","リズム | RHYTHM | リズム"
"59570","日東精工 | NITTO SEIKO | ニットウセイコウ"
"77320","トプコン | TOPCON | トプコン"
"77390","キヤノン電子 | CANON ELECTRONICS | キヤノンデンシ"
"77180","スター精密 | STAR MICRONICS | スターセイミツ"
"77020","ジェイ・エム・エス（称号　　ＪＭＳ） | JMS | ジェイエムエス"
"69600","フクダ電子 | FUKUDA DENSHI | フクダデンシ"
"79990","ＭＵＴＯＨホールディングス | MUTOH HOLDINGS | ムトーホールディングス"
"68580","小野測器 | ONO SOKKI | オノソッキ"
"68590","エスペック | ESPEC CORP. | エスペック"
"77400","タムロン | Tamron | タムロン"
"35930","ホギメディカル | HOGY MEDICAL | ホギメディカル"
"77050","ジーエルサイエンス | GL Sciences | ジーエルサイエンス"
"77440","ノーリツ鋼機 | Noritsu Koki | ノーリツコウキ"
"77130","シグマ光機 | SIGMAKOKI | シグマコウキ"
"68880","アクモス | ACMOS | アクモス"
"77710","日本精密 | Nihon Seimitsu | ニホンセイミツ"
"63230","ローツェ | RORZE | ローツェ"
"77150","長野計器 | NAGANO KEIKI | ナガノケイキ"
"77160","ナカニシ | NAKANISHI | ナカニシ"
"67880","日本トリム | NIHON TRIM.,CO.LTD. | ニホントリム"
"77170","ブイ・テクノロジー | V Technology | ブイテクノロジー"
"77220","国際計測器 | KOKUSAI CO.,LTD | コクサイケイソクキ"
"77250","インターアクション | INTER ACTION | インターアクション"
"77090","クボテック | KUBOTEK | クボテック"
"77070","プレシジョン・システム・サイエンス | Precision System Science | プレシジョンシステムサイエンス"
"77300","マニー | MANI, | マニー"
"67780","アルチザネットワークス | Artiza Networks, | アルチザネットワークス"
"61560","エーワン精密 | A-ONE SEIMITSU | エーワンセイミツ"
"77450","Ａ＆Ｄホロンホールディングス | A&D HOLON Holdings Company, Limited | エーアンドデイホロンホールディングス"
"66780","テクノメディカ | Techno Medica | テクノメディカ"
"66770","エスケーエレクトロニクス | SK-Electronics | エスケーエレクトロニクス"
"42370","フジプレアム | Fujipream | フジプレアム"
"77470","朝日インテック | ASAHI  INTECC | アサヒインテック"
"62660","タツモ | TAZMO CO.,LTD | タツモ"
"77600","ＩＭＶ | IMV | アイエムブイ"
"77490","メディキット | MEDIKIT CO.,LTD | メディキット"
"66560","インスペック | inspec | インスペック"
"77740","ジャパン・ティッシュエンジニアリング | Japan Tissue Engineering | ジャパンティッシュエンジニアリング"
"61640","太陽工機 | TAIYO KOKI | タイヨウコウキ"
"79510","ヤマハ | YAMAHA | ヤマハ"
"79520","河合楽器製作所 | カブシキカイシャカワイガッキセイサクショ"
"79920","セーラー万年筆 | The Sailor Pen | セーラーマンネンヒツカブシキカイシャ"
"79760","三菱鉛筆 | MITSUBISHI PENCIL | ミツビシエンピツ"
"79740","任天堂 | Nintendo | ニンテンドウ"
"79940","オカムラ | OKAMURA | オカムラ"
"79720","イトーキ | ITOKI | イトーキ"
"79970","くろがね工作所 | Kurogane Kosakusho Ltd. | クロガネコウサクショ"
"79810","タカラスタンダード | TAKARA STANDARD | タカラスタンダード"
"79830","ミロク | Miroku | ミロク"
"79910","マミヤ・オーピー | MAMIYA-OP | マミヤオーピー"
"79360","アシックス | ASICS | アシックス"
"59430","ノーリツ | NORITZ | ノーリツ"
"73130","テイ・エス　テック | TS TECH | テイエス　テック"
"64540","マックス | MAX | マックス"
"79900","グローブライド | GLOBERIDE, | グローブライド"
"79800","重松製作所 | SHIGEMATSU WORKS | シゲマツセイサクショ"
"79850","ネポン | NEPON | ネポン"
"79880","ニフコ | NIFCO | ニフコ"
"72840","盟和産業 | MEIWA Industry Co.,Ltd | メイワサンギョウ"
"79700","信越ポリマー | Shin-Etsu Polymer | シンエツポリマー"
"79890","立川ブラインド工業 | TACHIKAWA | タチカワブラインドコウギョウ"
"69610","エンプラス | ENPLAS | エンプラス"
"79660","リンテック | LINTEC | リンテック"
"79650","象印マホービン | ZOJIRUSHI | ゾウジルシマホービン"
"79630","興研 | KOKEN LTD. | コウケン"
"79620","キングジム | KING JIM | キングジム"
"79570","フジコピアン | FUJICOPIAN | フジコピアン"
"64120","平和 | Heiwa | ヘイワ"
"79560","ピジョン | PIGEON | ピジョン"
"79550","クリナップ | Cleanup | クリナップ"
"79500","日本デコラックス | NIHON DECOLUXE | ニホンデコラックス"
"79490","小松ウオール工業 | KOMATSU WALL INDUSTRY | コマツウオールコウギョウ"
"59060","エムケー精工 | MK SEIKO | エムケーセイコウ"
"64130","理想科学工業 | RISO KAGAKU | リソウカガクコウギョウ"
"68630","ニレコ | NIRECO | ニレコ"
